doc_id,protect,exeed_limit,logout,query,correct,delete,repeal,recommand,aging,storage_region,storage_time,subject,data,purpose,explain,result
936,1,0,0,1,1,1,0,1,0,0,0,1,1,1,"不合规，缺少Overdue Processing Method (OPM), Right to Withdraw (RW), Data Retention Region (DRR), Data Retention Period (DRP), Right to Account Cancellation (RAC), Policy Duration (PD)",False
937,1,0,0,1,1,1,0,1,0,0,1,1,1,1,"不合规，缺少Overdue Processing Method (OPM), Right to Withdraw (RW), Data Retention Region (DRR), Right to Account Cancellation (RAC), Policy Duration (PD)",False
938,1,1,1,1,1,1,1,1,0,1,1,1,1,1,不合规，缺少Policy Duration (PD),False
939,1,0,0,1,1,1,1,1,0,1,0,1,1,1,"不合规，缺少Overdue Processing Method (OPM), Data Retention Period (DRP), Right to Account Cancellation (RAC), Policy Duration (PD)",False
940,1,1,1,1,1,1,1,1,1,1,1,1,1,1,合规,True
941,1,1,1,1,1,1,0,1,0,1,1,1,1,1,"不合规，缺少Right to Withdraw (RW), Policy Duration (PD)",False
942,1,1,1,1,1,1,1,1,1,1,1,1,1,1,合规,True
943,1,1,1,1,1,1,1,0,1,0,0,1,1,1,"不合规，缺少User Portrait (UP), Data Retention Region (DRR), Data Retention Period (DRP), User Portrait (UP)",False
946,1,0,0,0,1,1,0,1,0,0,1,1,1,1,"不合规，缺少Overdue Processing Method (OPM), Right to Access (RA), Right to Withdraw (RW), Data Retention Region (DRR), Right to Account Cancellation (RAC), Policy Duration (PD)",False
947,1,0,0,1,1,1,0,1,0,0,1,1,1,1,"不合规，缺少Overdue Processing Method (OPM), Right to Withdraw (RW), Data Retention Region (DRR), Right to Account Cancellation (RAC), Policy Duration (PD)",False
949,1,1,1,1,1,1,1,0,0,1,1,1,1,1,"不合规，缺少User Portrait (UP), User Portrait (UP), Policy Duration (PD)",False
950,0,0,0,0,1,1,0,0,0,0,0,0,1,1,"不合规，缺少Personal Information Protection (PIP), Overdue Processing Method (OPM), Right to Access (RA), Right to Withdraw (RW), User Portrait (UP), Data Retention Region (DRR), Data Retention Period (DRP), Right to Account Cancellation (RAC), User Portrait (UP), Policy Duration (PD)",False
951,1,1,1,1,1,1,1,0,0,1,1,0,1,1,"不合规，缺少User Portrait (UP), User Portrait (UP), Policy Duration (PD)",False
954,1,1,1,1,1,1,1,1,1,1,1,1,1,1,合规,True
955,1,0,1,1,1,1,1,1,1,0,1,1,1,1,"不合规，缺少Overdue Processing Method (OPM), Data Retention Region (DRR)",False
956,1,0,0,0,0,0,0,1,0,1,0,1,1,1,"不合规，缺少Overdue Processing Method (OPM), Right to Access (RA), Right to Rectify (RR), Right to Delete (RD), Right to Withdraw (RW), Data Retention Period (DRP), Right to Account Cancellation (RAC), Policy Duration (PD)",False
957,1,1,1,1,1,1,1,0,0,1,1,1,1,1,"不合规，缺少User Portrait (UP), User Portrait (UP), Policy Duration (PD)",False
958,1,0,0,1,1,1,0,1,0,0,1,0,1,1,"不合规，缺少Overdue Processing Method (OPM), Right to Withdraw (RW), Data Retention Region (DRR), Right to Account Cancellation (RAC), Policy Duration (PD)",False
959,1,1,1,1,1,1,1,0,1,1,1,1,1,1,"不合规，缺少User Portrait (UP), User Portrait (UP)",False
960,1,1,1,1,1,1,1,1,1,1,1,1,1,1,合规,True
961,1,0,0,0,0,0,0,0,0,0,0,1,1,1,"不合规，缺少Overdue Processing Method (OPM), Right to Access (RA), Right to Rectify (RR), Right to Delete (RD), Right to Withdraw (RW), User Portrait (UP), Data Retention Region (DRR), Data Retention Period (DRP), Right to Account Cancellation (RAC), User Portrait (UP), Policy Duration (PD)",False
962,1,1,1,1,1,1,1,0,1,1,1,1,1,1,"不合规，缺少User Portrait (UP), User Portrait (UP)",False
963,1,0,0,0,0,0,0,1,0,0,0,1,1,1,"不合规，缺少Overdue Processing Method (OPM), Right to Access (RA), Right to Rectify (RR), Right to Delete (RD), Right to Withdraw (RW), Data Retention Region (DRR), Data Retention Period (DRP), Right to Account Cancellation (RAC), Policy Duration (PD)",False
965,1,1,1,1,1,1,1,1,1,1,1,1,1,1,合规,True
966,1,1,0,0,1,1,0,0,0,0,1,1,1,1,"不合规，缺少Right to Access (RA), Right to Withdraw (RW), User Portrait (UP), Data Retention Region (DRR), Right to Account Cancellation (RAC), User Portrait (UP), Policy Duration (PD)",False
967,1,1,1,1,1,1,1,0,1,1,1,1,1,1,"不合规，缺少User Portrait (UP), User Portrait (UP)",False
969,1,0,1,1,1,0,0,0,0,0,0,0,1,1,"不合规，缺少Overdue Processing Method (OPM), Right to Delete (RD), Right to Withdraw (RW), User Portrait (UP), Data Retention Region (DRR), Data Retention Period (DRP), User Portrait (UP), Policy Duration (PD)",False
970,1,0,0,1,1,1,1,1,1,1,1,1,1,1,"不合规，缺少Overdue Processing Method (OPM), Right to Account Cancellation (RAC)",False
971,1,1,1,1,1,1,0,1,0,0,0,1,1,1,"不合规，缺少Right to Withdraw (RW), Data Retention Region (DRR), Data Retention Period (DRP), Policy Duration (PD)",False
973,1,1,0,1,1,1,1,1,1,1,1,1,1,1,不合规，缺少Right to Account Cancellation (RAC),False
974,1,1,1,1,1,1,1,1,1,1,1,1,1,1,合规,True
975,1,1,1,1,1,1,1,1,1,0,1,1,1,1,不合规，缺少Data Retention Region (DRR),False
976,1,0,1,1,1,1,0,1,1,1,1,1,1,1,"不合规，缺少Overdue Processing Method (OPM), Right to Withdraw (RW)",False
977,1,1,1,0,1,1,1,1,1,1,1,1,1,1,不合规，缺少Right to Access (RA),False
978,1,1,1,1,1,1,1,0,1,0,0,1,1,1,"不合规，缺少User Portrait (UP), Data Retention Region (DRR), Data Retention Period (DRP), User Portrait (UP)",False
979,1,1,1,1,1,1,1,1,1,1,1,1,1,1,合规,True
980,1,0,1,0,1,1,0,0,1,1,1,1,1,1,"不合规，缺少Overdue Processing Method (OPM), Right to Access (RA), Right to Withdraw (RW), User Portrait (UP), User Portrait (UP)",False
981,1,1,1,1,1,1,1,1,1,1,0,1,1,1,不合规，缺少Data Retention Period (DRP),False
982,1,0,1,1,1,0,0,1,1,0,0,1,1,1,"不合规，缺少Overdue Processing Method (OPM), Right to Delete (RD), Right to Withdraw (RW), Data Retention Region (DRR), Data Retention Period (DRP)",False
983,1,1,1,1,1,1,1,1,0,1,1,1,1,1,不合规，缺少Policy Duration (PD),False
984,1,0,1,0,0,1,1,0,0,1,1,1,1,1,"不合规，缺少Overdue Processing Method (OPM), Right to Access (RA), Right to Rectify (RR), User Portrait (UP), User Portrait (UP), Policy Duration (PD)",False
985,1,0,0,1,1,1,1,0,1,0,0,1,1,1,"不合规，缺少Overdue Processing Method (OPM), User Portrait (UP), Data Retention Region (DRR), Data Retention Period (DRP), Right to Account Cancellation (RAC), User Portrait (UP)",False
986,1,1,1,1,1,1,1,1,1,1,1,1,1,1,合规,True
988,1,1,1,1,1,1,1,1,0,1,1,1,1,1,不合规，缺少Policy Duration (PD),False
989,1,1,1,1,1,1,1,0,1,1,1,1,1,1,"不合规，缺少User Portrait (UP), User Portrait (UP)",False
990,1,1,0,0,1,1,0,0,0,0,1,1,1,1,"不合规，缺少Right to Access (RA), Right to Withdraw (RW), User Portrait (UP), Data Retention Region (DRR), Right to Account Cancellation (RAC), User Portrait (UP), Policy Duration (PD)",False
992,1,1,1,1,1,1,1,0,0,0,0,1,1,1,"不合规，缺少User Portrait (UP), Data Retention Region (DRR), Data Retention Period (DRP), User Portrait (UP), Policy Duration (PD)",False
993,1,0,0,1,1,1,1,0,0,0,0,0,1,1,"不合规，缺少Overdue Processing Method (OPM), User Portrait (UP), Data Retention Region (DRR), Data Retention Period (DRP), Right to Account Cancellation (RAC), User Portrait (UP), Policy Duration (PD)",False
994,1,0,0,0,0,1,0,1,0,1,0,1,1,1,"不合规，缺少Overdue Processing Method (OPM), Right to Access (RA), Right to Rectify (RR), Right to Withdraw (RW), Data Retention Period (DRP), Right to Account Cancellation (RAC), Policy Duration (PD)",False
995,1,1,1,1,1,1,1,0,1,1,1,1,1,1,"不合规，缺少User Portrait (UP), User Portrait (UP)",False
996,1,1,1,1,1,1,1,1,1,1,1,1,1,1,合规,True
997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,合规,True
998,1,1,1,1,1,1,1,1,0,1,1,1,1,1,不合规，缺少Policy Duration (PD),False
